PM2.5,PM10,NO2,SO2,CO,O3,Temperature,Humidity,Wind_Speed,Pressure
62.43561663863075,87.25534732400573,75.69984798909734,33.71650557674783,1.8451041854198742,69.30656043874939,32.24665609352786,32.55966614013401,12.272466787008169,1025.0863663048274
143.10000289738826,79.92417732165259,26.60607960388404,25.66816040903869,0.9266799882292611,44.61619306035593,36.43305625288951,79.71027718059523,2.1790464357608315,1026.2868976047184
112.47915185359672,51.70770425051481,41.197572493289755,48.40243361887734,1.0686165123749718,23.682592744253007,23.89539626137003,44.95845493556446,14.196956929578976,1005.1348928702176
93.81218778758512,129.30800061826784,69.69525731720364,14.854030294290718,1.313020076814148,61.564925062706486,18.675361950202227,47.03624186135214,12.648361728698113,999.2652288940452
31.84260966194111,105.7923488915532,53.38804100720319,31.45353871995233,1.4164400046422676,39.307469497830695,19.565397230663844,43.57471670093193,13.782799473500036,997.6664420342971
31.83923284706837,175.82617861832065,76.47139347714044,36.509450674560014,1.5901781414474483,51.6239238416748,30.908447750931817,80.40503731331772,4.284666103675692,1025.2781238277776
18.131705703547922,25.779724486770483,96.50871111005738,42.150402020542174,1.6495701303357249,17.508570312175717,27.026741019744886,88.73411972437813,5.033549087196816,999.2489009008198
131.26466040849093,135.89622695992273,20.489201894367774,23.31369636926032,2.5507235546939118,54.210879266119456,24.594823929317712,75.31119905580212,7.048881518163135,1011.2335618721007
94.15610164404923,157.33079813208101,73.86109447582548,35.911485844586664,2.7930793587171854,36.1485342261587,16.083222363285223,79.41467162815141,3.363009998658727,1003.2695713231452
109.13016089144637,156.70758245389527,30.730974006890307,18.644066212292724,1.8899564365686017,33.393282480294616,36.263670624967105,67.23002763116025,6.981338835284865,1009.9574175323927
12.881829201412343,179.49331407719453,47.30290546668123,24.596424156281913,4.582833889643277,78.59409051444608,33.430613425222184,61.72649450378872,0.13802528363891897,1003.8306807349682
